Date,Invoice Number,Sales Rep,Location,Status,Client Name,Client ID,Lead Source,Product ID,Product Name,Unit Price,Quantity,Gross Value,Discount,Revenue,VAT Rate,VAT Charged,Invoice Total,COGS per Unit,COGS,Shipping per Unit,Total Shipping,VAT on Shipping,VAT on Shipping Value,Profit,Profit Margin,Operating Profit,Operating Profit Margin,Margin Difference
10/03/2025,268,Lucas,Brighton,Pending,Saturn Solutions,C022,SEO,P004,Data Storage Device,£70.00,10,£700.00,5%,£665.00,20%,£133.00,£798.00,£30.00,£300.00,£8.00,£80.00,20%,£16.00,£365.00,54.90%,£285.00,42.90%,12.00%
10/03/2025,576,Daniel,Leeds,Pending,Comet Corporation,C016,Content Outreach,P003,Network Switch,£130.00,4,£520.00,8%,£478.40,20%,£95.68,£574.08,£72.00,£288.00,£8.00,£32.00,20%,£6.40,£190.40,39.80%,£158.40,33.10%,6.70%
10/04/2025,366,Sarah,Bristol,Paid,Mercury Industries,C023,Website,P001,Laptop,£220.00,14,"£3,080.00",10%,"£2,772.00",20%,£554.40,"£3,326.40",£140.00,"£1,960.00",£15.00,£210.00,20%,£42.00,£812.00,29.30%,£602.00,21.70%,7.60%
10/04/2025,638,Jack,Bristol,Paid,Cosmos Creations,C020,Events Outreach,P006,Monitor Stand,£40.00,14,£560.00,8%,£515.20,20%,£103.04,£618.24,£24.00,£336.00,£7.00,£98.00,20%,£19.60,£179.20,34.80%,£81.20,15.80%,19.00%
10/04/2025,928,Lucas,Sheffield,Paid,Aurora Enterprises,C010,SEO,P006,Monitor Stand,£40.00,8,£320.00,6%,£300.80,20%,£60.16,£360.96,£24.00,£192.00,£7.00,£56.00,20%,£11.20,£108.80,36.20%,£52.80,17.60%,18.60%
10/05/2025,64,Lucas,Nottingham,Shipping,Comet Corporation,C016,Content Outreach,P001,Laptop,£220.00,14,"£3,080.00",3%,"£2,987.60",20%,£597.52,"£3,585.12",£140.00,"£1,960.00",£15.00,£210.00,20%,£42.00,"£1,027.60",34.40%,£817.60,27.40%,7.00%
10/05/2025,252,Lucas,Leeds,Paid,Solar Solutions,C011,SEO,P001,Laptop,£220.00,17,"£3,740.00",10%,"£3,366.00",20%,£673.20,"£4,039.20",£140.00,"£2,380.00",£15.00,£255.00,20%,£51.00,£986.00,29.30%,£731.00,21.70%,7.60%
10/05/2025,850,Jack,Manchester,Paid,Mars Enterprises,C025,Website,P005,Software License,£200.00,14,"£2,800.00",3%,"£2,716.00",20%,£543.20,"£3,259.20",£110.00,"£1,540.00", £-   , £-   ,0%, £-   ,"£1,176.00",43.30%,"£1,176.00",43.30%,0.00%
10/05/2025,862,Jack,Birmingham,Pending,Lunar Labs,C012,Content Outreach,P008,Cable Management Tray,£20.00,20,£400.00,10%,£360.00,20%,£72.00,£432.00,£12.00,£240.00,£6.00,£120.00,20%,£24.00,£120.00,33.30%, £-   ,0.00%,33.30%
10/06/2025,227,Daniel,London,Shipping,Nova Innovations,C018,Social Media Outreach,P006,Monitor Stand,£40.00,9,£360.00,3%,£349.20,20%,£69.84,£419.04,£24.00,£216.00,£7.00,£63.00,20%,£12.60,£133.20,38.10%,£70.20,20.10%,18.00%
10/06/2025,355,Mark,Birmingham,Paid,Cosmic Creations,C008,SEO,P006,Monitor Stand,£40.00,3,£120.00,5%,£114.00,20%,£22.80,£136.80,£24.00,£72.00,£7.00,£21.00,20%,£4.20,£42.00,36.80%,£21.00,18.40%,18.40%
10/06/2025,697,Jack,Nottingham,Pending,Mars Enterprises,C025,Referral,P010,Standing Desk,£530.00,10,"£5,300.00",7%,"£4,929.00",20%,£985.80,"£5,914.80",£360.00,"£3,600.00",£60.00,£600.00,20%,£120.00,"£1,329.00",27.00%,£729.00,14.80%,12.20%
10/06/2025,821,Lisa,Newcastle,Pending,Mercury Industries,C023,Referral,P007,Keyboard Tray,£25.00,19,£475.00,7%,£441.75,20%,£88.35,£530.10,£14.00,£266.00,£7.00,£133.00,20%,£26.60,£175.75,39.80%,£42.75,9.70%,30.10%
10/07/2025,119,Lisa,Leeds,Paid,Starlight Industries,C002,SEO,P001,Laptop,£220.00,1,£220.00,4%,£211.20,20%,£42.24,£253.44,£140.00,£140.00,£15.00,£15.00,20%,£3.00,£71.20,33.70%,£56.20,26.60%,7.10%
10/07/2025,406,Alexandra,Newcastle,Paid,Solar Solutions,C011,SEO,P007,Keyboard Tray,£25.00,20,£500.00,5%,£475.00,20%,£95.00,£570.00,£14.00,£280.00,£7.00,£140.00,20%,£28.00,£195.00,41.10%,£55.00,11.60%,29.50%
10/07/2025,657,Lucas,Leeds,Pending,Cosmos Creations,C020,SEO,P003,Network Switch,£130.00,20,"£2,600.00",8%,"£2,392.00",20%,£478.40,"£2,870.40",£72.00,"£1,440.00",£8.00,£160.00,20%,£32.00,£952.00,39.80%,£792.00,33.10%,6.70%
10/07/2025,921,Daniel,Sheffield,Shipping,AstroTech,C017,Events Outreach,P003,Network Switch,£130.00,16,"£2,080.00",4%,"£1,996.80",20%,£399.36,"£2,396.16",£72.00,"£1,152.00",£8.00,£128.00,20%,£25.60,£844.80,42.30%,£716.80,35.90%,6.40%
10/07/2025,969,Mark,Manchester,Paid,Planetary Partners,C021,Social Media Outreach,P006,Monitor Stand,£40.00,11,£440.00,5%,£418.00,20%,£83.60,£501.60,£24.00,£264.00,£7.00,£77.00,20%,£15.40,£154.00,36.80%,£77.00,18.40%,18.40%
10/08/2025,28,Mark,Newcastle,Shipping,Orion Enterprises,C015,Content Outreach,P005,Software License,£200.00,1,£200.00,5%,£190.00,20%,£38.00,£228.00,£110.00,£110.00, £-   , £-   ,0%, £-   ,£80.00,42.10%,£80.00,42.10%,0.00%
10/08/2025,248,Dave,Sheffield,Shipping,Acme Corporation,C001,SEO,P001,Laptop,£220.00,14,"£3,080.00",7%,"£2,864.40",20%,£572.88,"£3,437.28",£140.00,"£1,960.00",£15.00,£210.00,20%,£42.00,£904.40,31.60%,£694.40,24.20%,7.40%
10/08/2025,333,Dave,Bristol,Pending,Infinity Innovations,C009,SEO,P008,Cable Management Tray,£20.00,3,£60.00,9%,£54.60,20%,£10.92,£65.52,£12.00,£36.00,£6.00,£18.00,20%,£3.60,£18.60,34.10%,£0.60,1.10%,33.00%
10/08/2025,449,Jack,Liverpool,Shipping,AstroTech,C017,SEO,P005,Software License,£200.00,6,"£1,200.00",7%,"£1,116.00",20%,£223.20,"£1,339.20",£110.00,£660.00, £-   , £-   ,0%, £-   ,£456.00,40.90%,£456.00,40.90%,0.00%
10/08/2025,726,Sarah,Liverpool,Shipping,Infinity Innovations,C009,Social Media Outreach,P003,Network Switch,£130.00,18,"£2,340.00",3%,"£2,269.80",20%,£453.96,"£2,723.76",£72.00,"£1,296.00",£8.00,£144.00,20%,£28.80,£973.80,42.90%,£829.80,36.60%,6.30%
10/09/2025,352,Jack,Bristol,Paid,Planetary Partners,C021,Referral,P003,Network Switch,£130.00,6,£780.00,2%,£764.40,20%,£152.88,£917.28,£72.00,£432.00,£8.00,£48.00,20%,£9.60,£332.40,43.50%,£284.40,37.20%,6.30%
10/09/2025,435,Dave,Liverpool,Shipping,Celestial Industries,C013,Content Outreach,P007,Keyboard Tray,£25.00,3,£75.00,2%,£73.50,20%,£14.70,£88.20,£14.00,£42.00,£7.00,£21.00,20%,£4.20,£31.50,42.90%,£10.50,14.30%,28.60%
10/09/2025,827,Mark,London,Shipping,Saturn Solutions,C022,Website,P006,Monitor Stand,£40.00,18,£720.00,5%,£684.00,20%,£136.80,£820.80,£24.00,£432.00,£7.00,£126.00,20%,£25.20,£252.00,36.80%,£126.00,18.40%,18.40%
10/10/2025,242,Sarah,Brighton,Paid,Interstellar Enterprises,C019,Content Outreach,P008,Cable Management Tray,£20.00,6,£120.00,10%,£108.00,20%,£21.60,£129.60,£12.00,£72.00,£6.00,£36.00,20%,£7.20,£36.00,33.30%, £-   ,0.00%,33.30%
10/10/2025,664,Lucas,Liverpool,Shipping,Celestial Industries,C013,SEO,P004,Data Storage Device,£70.00,9,£630.00,3%,£611.10,20%,£122.22,£733.32,£30.00,£270.00,£8.00,£72.00,20%,£14.40,£341.10,55.80%,£269.10,44.00%,11.80%
10/11/2025,212,Lisa,Brighton,Pending,Aurora Enterprises,C010,SEO,P007,Keyboard Tray,£25.00,16,£400.00,4%,£384.00,20%,£76.80,£460.80,£14.00,£224.00,£7.00,£112.00,20%,£22.40,£160.00,41.70%,£48.00,12.50%,29.20%
10/11/2025,883,Lisa,London,Paid,Stellar Systems,C006,Events Outreach,P002,Server Key,£150.00,2,£300.00,7%,£279.00,20%,£55.80,£334.80,£80.00,£160.00, £-   , £-   ,0%, £-   ,£119.00,42.70%,£119.00,42.70%,0.00%
10/11/2025,896,Dave,Nottingham,Paid,Nebula Technologies,C007,Referral,P001,Laptop,£220.00,6,"£1,320.00",5%,"£1,254.00",20%,£250.80,"£1,504.80",£140.00,£840.00,£15.00,£90.00,20%,£18.00,£414.00,33.00%,£324.00,25.80%,7.20%
10/12/2025,195,Lucas,London,Paid,Moonbeam Innovations,C005,SEO,P009,Ergonomic Chair,£190.00,7,"£1,330.00",3%,"£1,290.10",20%,£258.02,"£1,548.12",£115.00,£805.00,£45.00,£315.00,20%,£63.00,£485.10,37.60%,£170.10,13.20%,24.40%
10/12/2025,302,Lisa,Bristol,Paid,Sunrise Solutions,C004,Referral,P009,Ergonomic Chair,£190.00,14,"£2,660.00",9%,"£2,420.60",20%,£484.12,"£2,904.72",£115.00,"£1,610.00",£45.00,£630.00,20%,£126.00,£810.60,33.50%,£180.60,7.50%,26.00%
10/12/2025,785,Daniel,Birmingham,Shipping,Mars Enterprises,C025,SEO,P001,Laptop,£220.00,9,"£1,980.00",3%,"£1,920.60",20%,£384.12,"£2,304.72",£140.00,"£1,260.00",£15.00,£135.00,20%,£27.00,£660.60,34.40%,£525.60,27.40%,7.00%
10/12/2025,795,Lucas,Brighton,Pending,Acme Corporation,C001,Referral,P004,Data Storage Device,£70.00,20,"£1,400.00",5%,"£1,330.00",20%,£266.00,"£1,596.00",£30.00,£600.00,£8.00,£160.00,20%,£32.00,£730.00,54.90%,£570.00,42.90%,12.00%
10/12/2025,874,Lisa,Leeds,Paid,Planetary Partners,C021,SEO,P008,Cable Management Tray,£20.00,12,£240.00,8%,£220.80,20%,£44.16,£264.96,£12.00,£144.00,£6.00,£72.00,20%,£14.40,£76.80,34.80%,£4.80,2.20%,32.60%
11/01/2025,433,Jack,Birmingham,Pending,Nebula Technologies,C007,Events Outreach,P008,Cable Management Tray,£20.00,20,£400.00,6%,£376.00,20%,£75.20,£451.20,£12.00,£240.00,£6.00,£120.00,20%,£24.00,£136.00,36.20%,£16.00,4.30%,31.90%
11/02/2025,407,Lucas,Liverpool,Shipping,Venus Ventures,C024,SEO,P002,Server Key,£150.00,9,"£1,350.00",10%,"£1,215.00",20%,£243.00,"£1,458.00",£80.00,£720.00, £-   , £-   ,0%, £-   ,£495.00,40.70%,£495.00,40.70%,0.00%
11/02/2025,842,Daniel,Newcastle,Paid,Saturn Solutions,C022,SEO,P003,Network Switch,£130.00,4,£520.00,12%,£457.60,20%,£91.52,£549.12,£72.00,£288.00,£8.00,£32.00,20%,£6.40,£169.60,37.10%,£137.60,30.10%,7.00%
11/04/2025,170,Sarah,Brighton,Pending,Supernova Solutions,C014,Social Media Outreach,P008,Cable Management Tray,£20.00,15,£300.00,7%,£279.00,20%,£55.80,£334.80,£12.00,£180.00,£6.00,£90.00,20%,£18.00,£99.00,35.50%,£9.00,3.20%,32.30%
11/04/2025,358,Sarah,Bristol,Pending,Starlight Industries,C002,SEO,P002,Server Key,£150.00,5,£750.00,7%,£697.50,20%,£139.50,£837.00,£80.00,£400.00, £-   , £-   ,0%, £-   ,£297.50,42.70%,£297.50,42.70%,0.00%
11/04/2025,362,Mark,Brighton,Paid,Galactic Enterprises,C003,Referral,P009,Ergonomic Chair,£190.00,5,£950.00,5%,£902.50,20%,£180.50,"£1,083.00",£115.00,£575.00,£45.00,£225.00,20%,£45.00,£327.50,36.30%,£102.50,11.40%,24.90%
11/04/2025,983,Sarah,Bristol,Shipping,Comet Corporation,C016,SEO,P006,Monitor Stand,£40.00,18,£720.00,4%,£691.20,20%,£138.24,£829.44,£24.00,£432.00,£7.00,£126.00,20%,£25.20,£259.20,37.50%,£133.20,19.30%,18.20%
11/05/2025,453,Sarah,London,Pending,Starlight Industries,C002,Referral,P006,Monitor Stand,£40.00,9,£360.00,6%,£338.40,20%,£67.68,£406.08,£24.00,£216.00,£7.00,£63.00,20%,£12.60,£122.40,36.20%,£59.40,17.60%,18.60%
11/05/2025,695,Lucas,Nottingham,Shipping,Stellar Systems,C006,SEO,P006,Monitor Stand,£40.00,17,£680.00,3%,£659.60,20%,£131.92,£791.52,£24.00,£408.00,£7.00,£119.00,20%,£23.80,£251.60,38.10%,£132.60,20.10%,18.00%
11/06/2025,76,Dave,Liverpool,Pending,Cosmic Creations,C008,Referral,P007,Keyboard Tray,£25.00,2,£50.00,5%,£47.50,20%,£9.50,£57.00,£14.00,£28.00,£7.00,£14.00,20%,£2.80,£19.50,41.10%,£5.50,11.60%,29.50%
11/06/2025,762,Mark,Birmingham,Paid,Stellar Systems,C006,Content Outreach,P004,Data Storage Device,£70.00,7,£490.00,8%,£450.80,20%,£90.16,£540.96,£30.00,£210.00,£8.00,£56.00,20%,£11.20,£240.80,53.40%,£184.80,41.00%,12.40%
11/06/2025,865,Sarah,Sheffield,Pending,Sunrise Solutions,C004,Referral,P004,Data Storage Device,£70.00,3,£210.00,5%,£199.50,20%,£39.90,£239.40,£30.00,£90.00,£8.00,£24.00,20%,£4.80,£109.50,54.90%,£85.50,42.90%,12.00%
11/07/2025,269,Jack,Birmingham,Shipping,Interstellar Enterprises,C019,Website,P010,Standing Desk,£530.00,12,"£6,360.00",5%,"£6,042.00",20%,"£1,208.40","£7,250.40",£360.00,"£4,320.00",£60.00,£720.00,20%,£144.00,"£1,722.00",28.50%,"£1,002.00",16.60%,11.90%
11/07/2025,443,Lucas,Manchester,Paid,Moonbeam Innovations,C005,Referral,P007,Keyboard Tray,£25.00,16,£400.00,3%,£388.00,20%,£77.60,£465.60,£14.00,£224.00,£7.00,£112.00,20%,£22.40,£164.00,42.30%,£52.00,13.40%,28.90%
11/07/2025,552,Jack,Bristol,Pending,Infinity Innovations,C009,SEO,P006,Monitor Stand,£40.00,4,£160.00,10%,£144.00,20%,£28.80,£172.80,£24.00,£96.00,£7.00,£28.00,20%,£5.60,£48.00,33.30%,£20.00,13.90%,19.40%
11/08/2025,367,Lucas,Newcastle,Pending,Comet Corporation,C016,Referral,P003,Network Switch,£130.00,6,£780.00,4%,£748.80,20%,£149.76,£898.56,£72.00,£432.00,£8.00,£48.00,20%,£9.60,£316.80,42.30%,£268.80,35.90%,6.40%
11/08/2025,888,Daniel,Sheffield,Pending,Orion Enterprises,C015,SEO,P006,Monitor Stand,£40.00,3,£120.00,5%,£114.00,20%,£22.80,£136.80,£24.00,£72.00,£7.00,£21.00,20%,£4.20,£42.00,36.80%,£21.00,18.40%,18.40%
11/09/2025,776,Lisa,Birmingham,Shipping,Nova Innovations,C018,Referral,P004,Data Storage Device,£70.00,11,£770.00,2%,£754.60,20%,£150.92,£905.52,£30.00,£330.00,£8.00,£88.00,20%,£17.60,£424.60,56.30%,£336.60,44.60%,11.70%
11/09/2025,957,Sarah,Brighton,Pending,Mars Enterprises,C025,Referral,P004,Data Storage Device,£70.00,10,£700.00,3%,£679.00,20%,£135.80,£814.80,£30.00,£300.00,£8.00,£80.00,20%,£16.00,£379.00,55.80%,£299.00,44.00%,11.80%
11/10/2025,789,Jack,London,Shipping,Acme Corporation,C001,Events Outreach,P001,Laptop,£220.00,15,"£3,300.00",5%,"£3,135.00",20%,£627.00,"£3,762.00",£140.00,"£2,100.00",£15.00,£225.00,20%,£45.00,"£1,035.00",33.00%,£810.00,25.80%,7.20%
11/10/2025,812,Alexandra,London,Pending,Supernova Solutions,C014,Social Media Outreach,P007,Keyboard Tray,£25.00,15,£375.00,8%,£345.00,20%,£69.00,£414.00,£14.00,£210.00,£7.00,£105.00,20%,£21.00,£135.00,39.10%,£30.00,8.70%,30.40%
11/10/2025,938,Dave,Newcastle,Pending,Cosmic Creations,C008,SEO,P002,Server Key,£150.00,19,"£2,850.00",5%,"£2,707.50",20%,£541.50,"£3,249.00",£80.00,"£1,520.00", £-   , £-   ,0%, £-   ,"£1,187.50",43.90%,"£1,187.50",43.90%,0.00%
11/11/2025,151,Daniel,Leeds,Shipping,Infinity Innovations,C009,Content Outreach,P004,Data Storage Device,£70.00,6,£420.00,3%,£407.40,20%,£81.48,£488.88,£30.00,£180.00,£8.00,£48.00,20%,£9.60,£227.40,55.80%,£179.40,44.00%,11.80%
11/11/2025,604,Lucas,Birmingham,Shipping,Stellar Systems,C006,Referral,P001,Laptop,£220.00,9,"£1,980.00",7%,"£1,841.40",20%,£368.28,"£2,209.68",£140.00,"£1,260.00",£15.00,£135.00,20%,£27.00,£581.40,31.60%,£446.40,24.20%,7.40%
11/11/2025,878,Jack,Birmingham,Shipping,Solar Solutions,C011,Events Outreach,P002,Server Key,£150.00,2,£300.00,3%,£291.00,20%,£58.20,£349.20,£80.00,£160.00, £-   , £-   ,0%, £-   ,£131.00,45.00%,£131.00,45.00%,0.00%
11/11/2025,985,Dave,Brighton,Shipping,Stellar Systems,C006,Referral,P004,Data Storage Device,£70.00,10,£700.00,2%,£686.00,20%,£137.20,£823.20,£30.00,£300.00,£8.00,£80.00,20%,£16.00,£386.00,56.30%,£306.00,44.60%,11.70%
11/12/2025,707,Lucas,Brighton,Pending,Planetary Partners,C021,SEO,P005,Software License,£200.00,18,"£3,600.00",10%,"£3,240.00",20%,£648.00,"£3,888.00",£110.00,"£1,980.00", £-   , £-   ,0%, £-   ,"£1,260.00",38.90%,"£1,260.00",38.90%,0.00%
12/01/2025,154,Sarah,Leeds,Shipping,Starlight Industries,C002,Content Outreach,P003,Network Switch,£130.00,17,"£2,210.00",6%,"£2,077.40",20%,£415.48,"£2,492.88",£72.00,"£1,224.00",£8.00,£136.00,20%,£27.20,£853.40,41.10%,£717.40,34.50%,6.60%
12/01/2025,340,Jack,Newcastle,Pending,Aurora Enterprises,C010,Social Media Outreach,P008,Cable Management Tray,£20.00,14,£280.00,6%,£263.20,20%,£52.64,£315.84,£12.00,£168.00,£6.00,£84.00,20%,£16.80,£95.20,36.20%,£11.20,4.30%,31.90%
12/01/2025,939,Jack,Newcastle,Shipping,Interstellar Enterprises,C019,Content Outreach,P001,Laptop,£220.00,3,£660.00,3%,£640.20,20%,£128.04,£768.24,£140.00,£420.00,£15.00,£45.00,20%,£9.00,£220.20,34.40%,£175.20,27.40%,7.00%
12/02/2025,32,Lisa,Birmingham,Pending,Supernova Solutions,C014,SEO,P010,Standing Desk,£530.00,5,"£2,650.00",2%,"£2,597.00",20%,£519.40,"£3,116.40",£360.00,"£1,800.00",£60.00,£300.00,20%,£60.00,£797.00,30.70%,£497.00,19.10%,11.60%
12/02/2025,272,Lisa,Bristol,Shipping,Stellar Systems,C006,Social Media Outreach,P008,Cable Management Tray,£20.00,15,£300.00,2%,£294.00,20%,£58.80,£352.80,£12.00,£180.00,£6.00,£90.00,20%,£18.00,£114.00,38.80%,£24.00,8.20%,30.60%
12/02/2025,323,Lisa,Manchester,Pending,Interstellar Enterprises,C019,Website,P002,Server Key,£150.00,15,"£2,250.00",3%,"£2,182.50",20%,£436.50,"£2,619.00",£80.00,"£1,200.00", £-   , £-   ,0%, £-   ,£982.50,45.00%,£982.50,45.00%,0.00%
12/02/2025,377,Jack,Bristol,Paid,Orion Enterprises,C015,Content Outreach,P003,Network Switch,£130.00,7,£910.00,12%,£800.80,20%,£160.16,£960.96,£72.00,£504.00,£8.00,£56.00,20%,£11.20,£296.80,37.10%,£240.80,30.10%,7.00%
12/02/2025,523,Alexandra,Birmingham,Pending,Acme Corporation,C001,SEO,P008,Cable Management Tray,£20.00,13,£260.00,3%,£252.20,20%,£50.44,£302.64,£12.00,£156.00,£6.00,£78.00,20%,£15.60,£96.20,38.10%,£18.20,7.20%,30.90%
12/02/2025,649,Lisa,Nottingham,Shipping,Celestial Industries,C013,Referral,P006,Monitor Stand,£40.00,14,£560.00,6%,£526.40,20%,£105.28,£631.68,£24.00,£336.00,£7.00,£98.00,20%,£19.60,£190.40,36.20%,£92.40,17.60%,18.60%
12/03/2025,851,Lisa,Newcastle,Shipping,Orion Enterprises,C015,Referral,P009,Ergonomic Chair,£190.00,3,£570.00,5%,£541.50,20%,£108.30,£649.80,£115.00,£345.00,£45.00,£135.00,20%,£27.00,£196.50,36.30%,£61.50,11.40%,24.90%
12/03/2025,990,Lisa,Nottingham,Pending,Starlight Industries,C002,Social Media Outreach,P009,Ergonomic Chair,£190.00,16,"£3,040.00",6%,"£2,857.60",20%,£571.52,"£3,429.12",£115.00,"£1,840.00",£45.00,£720.00,20%,£144.00,"£1,017.60",35.60%,£297.60,10.40%,25.20%
12/04/2025,68,Sarah,Sheffield,Pending,Nova Innovations,C018,SEO,P006,Monitor Stand,£40.00,20,£800.00,8%,£736.00,20%,£147.20,£883.20,£24.00,£480.00,£7.00,£140.00,20%,£28.00,£256.00,34.80%,£116.00,15.80%,19.00%
12/04/2025,241,Daniel,Newcastle,Pending,Planetary Partners,C021,Events Outreach,P006,Monitor Stand,£40.00,3,£120.00,2%,£117.60,20%,£23.52,£141.12,£24.00,£72.00,£7.00,£21.00,20%,£4.20,£45.60,38.80%,£24.60,20.90%,17.90%
12/04/2025,661,Alexandra,Nottingham,Pending,Interstellar Enterprises,C019,Content Outreach,P004,Data Storage Device,£70.00,10,£700.00,3%,£679.00,20%,£135.80,£814.80,£30.00,£300.00,£8.00,£80.00,20%,£16.00,£379.00,55.80%,£299.00,44.00%,11.80%
12/05/2025,187,Mark,Bristol,Pending,Mercury Industries,C023,SEO,P001,Laptop,£220.00,16,"£3,520.00",2%,"£3,449.60",20%,£689.92,"£4,139.52",£140.00,"£2,240.00",£15.00,£240.00,20%,£48.00,"£1,209.60",35.10%,£969.60,28.10%,7.00%
12/05/2025,188,Alexandra,Bristol,Pending,Stellar Systems,C006,Content Outreach,P001,Laptop,£220.00,16,"£3,520.00",3%,"£3,414.40",20%,£682.88,"£4,097.28",£140.00,"£2,240.00",£15.00,£240.00,20%,£48.00,"£1,174.40",34.40%,£934.40,27.40%,7.00%
12/05/2025,190,Lisa,Brighton,Pending,Orion Enterprises,C015,Website,P008,Cable Management Tray,£20.00,18,£360.00,10%,£324.00,20%,£64.80,£388.80,£12.00,£216.00,£6.00,£108.00,20%,£21.60,£108.00,33.30%, £-   ,0.00%,33.30%
12/05/2025,338,Lucas,Manchester,Pending,AstroTech,C017,Social Media Outreach,P010,Standing Desk,£530.00,1,£530.00,5%,£503.50,20%,£100.70,£604.20,£360.00,£360.00,£60.00,£60.00,20%,£12.00,£143.50,28.50%,£83.50,16.60%,11.90%
12/06/2025,120,Lisa,Newcastle,Pending,Orion Enterprises,C015,SEO,P002,Server Key,£150.00,7,"£1,050.00",3%,"£1,018.50",20%,£203.70,"£1,222.20",£80.00,£560.00, £-   , £-   ,0%, £-   ,£458.50,45.00%,£458.50,45.00%,0.00%
12/06/2025,145,Daniel,Sheffield,Pending,Moonbeam Innovations,C005,Events Outreach,P002,Server Key,£150.00,8,"£1,200.00",5%,"£1,140.00",20%,£228.00,"£1,368.00",£80.00,£640.00, £-   , £-   ,0%, £-   ,£500.00,43.90%,£500.00,43.90%,0.00%
12/06/2025,692,Lisa,Newcastle,Shipping,Infinity Innovations,C009,Website,P002,Server Key,£150.00,1,£150.00,3%,£145.50,20%,£29.10,£174.60,£80.00,£80.00, £-   , £-   ,0%, £-   ,£65.50,45.00%,£65.50,45.00%,0.00%
12/07/2025,349,Jack,Liverpool,Paid,Lunar Labs,C012,Events Outreach,P002,Server Key,£150.00,12,"£1,800.00",5%,"£1,710.00",20%,£342.00,"£2,052.00",£80.00,£960.00, £-   , £-   ,0%, £-   ,£750.00,43.90%,£750.00,43.90%,0.00%
12/07/2025,451,Lucas,Brighton,Paid,Solar Solutions,C011,SEO,P006,Monitor Stand,£40.00,2,£80.00,7%,£74.40,20%,£14.88,£89.28,£24.00,£48.00,£7.00,£14.00,20%,£2.80,£26.40,35.50%,£12.40,16.70%,18.80%
12/07/2025,963,Mark,Manchester,Pending,Comet Corporation,C016,Referral,P006,Monitor Stand,£40.00,19,£760.00,3%,£737.20,20%,£147.44,£884.64,£24.00,£456.00,£7.00,£133.00,20%,£26.60,£281.20,38.10%,£148.20,20.10%,18.00%
12/08/2025,325,Sarah,Newcastle,Shipping,Interstellar Enterprises,C019,SEO,P006,Monitor Stand,£40.00,18,£720.00,7%,£669.60,20%,£133.92,£803.52,£24.00,£432.00,£7.00,£126.00,20%,£25.20,£237.60,35.50%,£111.60,16.70%,18.80%
12/08/2025,506,Dave,Newcastle,Pending,Venus Ventures,C024,SEO,P008,Cable Management Tray,£20.00,3,£60.00,3%,£58.20,20%,£11.64,£69.84,£12.00,£36.00,£6.00,£18.00,20%,£3.60,£22.20,38.10%,£4.20,7.20%,30.90%
12/08/2025,857,Jack,Bristol,Pending,Moonbeam Innovations,C005,Social Media Outreach,P004,Data Storage Device,£70.00,15,"£1,050.00",5%,£997.50,20%,£199.50,"£1,197.00",£30.00,£450.00,£8.00,£120.00,20%,£24.00,£547.50,54.90%,£427.50,42.90%,12.00%
12/08/2025,873,Daniel,Newcastle,Shipping,Saturn Solutions,C022,SEO,P005,Software License,£200.00,6,"£1,200.00",12%,"£1,056.00",20%,£211.20,"£1,267.20",£110.00,£660.00, £-   , £-   ,0%, £-   ,£396.00,37.50%,£396.00,37.50%,0.00%
12/09/2025,519,Sarah,Manchester,Pending,Mars Enterprises,C025,Content Outreach,P010,Standing Desk,£530.00,3,"£1,590.00",9%,"£1,446.90",20%,£289.38,"£1,736.28",£360.00,"£1,080.00",£60.00,£180.00,20%,£36.00,£366.90,25.40%,£186.90,12.90%,12.50%
12/09/2025,690,Lisa,Newcastle,Pending,Galactic Enterprises,C003,Referral,P006,Monitor Stand,£40.00,8,£320.00,5%,£304.00,20%,£60.80,£364.80,£24.00,£192.00,£7.00,£56.00,20%,£11.20,£112.00,36.80%,£56.00,18.40%,18.40%
12/10/2025,217,Daniel,Sheffield,Paid,Stellar Systems,C006,Referral,P007,Keyboard Tray,£25.00,6,£150.00,7%,£139.50,20%,£27.90,£167.40,£14.00,£84.00,£7.00,£42.00,20%,£8.40,£55.50,39.80%,£13.50,9.70%,30.10%
12/10/2025,742,Dave,Manchester,Shipping,Stellar Systems,C006,SEO,P002,Server Key,£150.00,9,"£1,350.00",6%,"£1,269.00",20%,£253.80,"£1,522.80",£80.00,£720.00, £-   , £-   ,0%, £-   ,£549.00,43.30%,£549.00,43.30%,0.00%
